DRINKING WATER,ISO3,Year,"Population 
(thousands)",% urban,RURAL,,,,,URBAN,,,,,TOTAL,,,,,RURAL,,,,,,,URBAN,,,,,,,TOTAL,,,,,,,,,,,
"COUNTRY, AREA OR TERRITORY",,,,,,,,,,,,,,,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,,,,,
Andorra,AND,2008,       76,89,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,101,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2009,       74,89,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,102,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2010,       72,89,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,103,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2011,       71,89,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,104,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2012,       71,89,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,105,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2013,       71,89,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,106,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2014,       72,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,107,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2015,       72,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,108,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2016,       73,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,109,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2017,       74,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,110,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2018,       75,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,111,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2019,       76,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,112,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2020,       78,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,113,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2021,       79,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,114,Europe and Northern America,EUR,,Europe and Central Asia
Andorra,AND,2022,       80,88,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,>99,<1,<1,<1,0.00,-,>99,>99,-,-,>99,<1,-,>99,>99,-,-,>99,<1,91,>99,>99,91,0.00,>99,<1,115,Europe and Northern America,EUR,,Europe and Central Asia
Angola,AGO,2000,   16 394,50,21,16,16,47,0.30,61,26,2,10,0.49,41,21,9,29,0.75,-,2,24,-,-,14,24,-,13,37,-,-,35,52,-,8,31,-,-,24,38,116,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2001,   16 942,51,22,16,16,47,0.30,62,25,2,10,0.49,42,21,9,28,0.75,-,2,24,-,-,13,24,-,16,37,-,-,35,52,-,9,31,-,-,25,38,117,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2002,   17 516,52,22,15,16,46,0.30,63,24,2,10,0.49,43,20,9,27,0.75,-,2,24,-,-,13,24,-,18,37,-,-,35,52,-,11,31,-,-,25,39,118,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2003,   18 124,54,22,15,17,46,0.30,63,23,3,10,0.49,44,19,10,27,0.75,-,3,24,-,-,13,24,-,21,37,-,-,37,50,-,12,31,-,-,26,38,119,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2004,   18 771,55,23,14,17,46,0.30,64,22,4,9,0.49,45,19,10,26,0.75,-,3,24,-,-,12,25,-,23,37,-,-,38,48,-,14,31,-,-,27,38,120,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2005,   19 451,56,23,14,18,45,0.30,65,21,5,9,0.49,46,18,11,25,0.75,-,3,24,-,-,12,25,-,26,37,-,-,40,46,-,16,31,-,-,28,37,121,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2006,   20 162,57,23,14,18,45,0.30,65,21,6,8,0.49,47,18,11,24,0.75,-,4,24,-,-,12,25,-,28,37,-,-,41,44,-,17,31,-,-,29,36,122,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2007,   20 910,58,24,13,19,45,0.30,66,20,7,7,0.49,48,17,12,23,0.75,-,4,24,-,-,11,25,-,30,36,-,-,43,43,-,19,31,-,-,29,35,123,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2008,   21 692,58,24,13,19,44,0.30,66,19,8,7,0.49,49,16,13,22,0.75,-,4,24,-,-,11,26,-,33,36,-,-,44,41,-,21,31,-,-,30,34,124,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2009,   22 508,59,25,12,19,44,0.30,67,18,9,6,0.49,50,15,13,22,0.75,-,5,24,-,-,11,26,-,35,36,-,-,46,39,-,23,31,-,-,32,34,125,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2010,   23 364,60,25,12,20,43,0.30,68,17,10,6,0.49,50,15,14,21,0.75,-,5,24,-,-,11,26,-,37,36,-,-,47,37,-,24,31,-,-,33,33,126,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2011,   24 259,61,25,12,20,43,0.30,68,16,11,5,0.49,51,14,15,20,0.75,-,5,24,-,-,10,27,-,39,36,-,-,49,35,-,26,31,-,-,34,32,127,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2012,   25 188,61,26,11,21,43,0.30,69,15,12,4,0.49,52,13,15,19,0.75,-,6,24,-,-,10,27,-,42,36,-,-,50,33,-,28,31,-,-,35,31,128,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2013,   26 147,62,26,11,21,42,0.30,69,14,13,4,0.49,53,13,16,19,0.75,-,6,24,-,-,10,27,-,44,35,-,-,52,31,-,29,31,-,-,36,30,129,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2014,   27 128,63,26,10,21,42,0.30,70,13,14,3,0.49,54,12,17,18,0.75,-,6,24,-,-,9,27,-,46,35,-,-,53,29,-,31,31,-,-,37,29,130,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2015,   28 128,63,27,10,22,42,0.30,70,12,15,3,0.49,54,11,17,17,0.75,-,7,24,-,-,9,28,-,48,35,-,-,55,27,-,33,31,-,-,38,28,131,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2016,   29 155,64,27,10,22,41,0.30,71,11,16,2,0.49,55,11,18,16,0.75,-,7,23,-,-,9,28,-,50,35,-,-,56,26,-,35,31,-,-,39,26,132,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2017,   30 209,65,27,9,23,41,0.30,71,10,17,2,0.49,56,10,19,15,0.75,-,7,23,-,-,8,28,-,53,35,-,-,58,24,-,37,31,-,-,41,25,133,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2018,   31 274,66,28,9,23,41,0.30,72,10,18,<1,0.49,57,9,20,15,0.75,-,7,23,-,-,8,28,-,55,35,-,-,59,22,-,38,31,-,-,42,24,134,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2019,   32 354,66,28,9,23,41,0.30,72,10,18,<1,0.49,57,9,19,14,0.75,-,7,23,-,-,8,28,-,55,35,-,-,59,22,-,39,31,-,-,42,24,135,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2020,   33 428,67,28,9,23,41,0.30,72,10,18,<1,0.49,57,9,19,14,0.75,-,7,23,-,-,8,28,-,55,35,-,-,59,22,-,39,31,-,-,42,24,136,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2021,   34 504,67,28,9,23,41,0.30,72,10,18,<1,0.49,57,9,19,14,0.75,-,7,23,-,-,8,28,-,55,35,-,-,59,22,-,39,31,-,-,43,24,137,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Angola,AGO,2022,   35 589,68,28,9,23,41,0.30,72,10,18,<1,0.49,58,9,19,14,0.75,-,7,23,-,-,8,28,-,55,35,-,-,59,22,-,40,31,-,-,43,24,138,Sub-Saharan Africa,AFR,Eastern and Southern Africa,Sub-Saharan Africa
Anguilla,AIA,2000,       11,100,-,-,-,-,-,96,<1,4,<1,-,96,<1,4,<1,-,-,-,-,-,-,-,-,-,87,86,-,-,56,40,-,87,86,-,-,56,40,139,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2001,       11,100,-,-,-,-,-,96,<1,4,<1,-,96,<1,4,<1,-,-,-,-,-,-,-,-,-,87,87,-,-,60,37,-,87,87,-,-,60,37,140,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2002,       12,100,-,-,-,-,-,96,<1,4,<1,-,96,<1,4,<1,-,-,-,-,-,-,-,-,-,87,87,-,-,63,33,-,87,87,-,-,63,33,141,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2003,       12,100,-,-,-,-,-,96,<1,4,<1,-,96,<1,4,<1,-,-,-,-,-,-,-,-,-,87,87,-,-,67,30,-,87,87,-,-,67,30,142,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2004,       12,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,87,-,-,70,26,-,88,87,-,-,70,26,143,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2005,       12,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,87,-,-,74,23,-,88,87,-,-,74,23,144,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2006,       12,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,87,-,-,77,19,-,88,87,-,-,77,19,145,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2007,       13,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,87,-,-,81,16,-,88,87,-,-,81,16,146,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2008,       13,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,87,-,-,84,13,-,88,87,-,-,84,13,147,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2009,       13,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,87,-,-,88,9,-,88,87,-,-,88,9,148,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2010,       13,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,87,-,-,92,6,-,88,87,-,-,92,6,149,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2011,       13,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,87,-,-,95,2,-,88,87,-,-,95,2,150,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2012,       13,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,88,-,-,97,<1,-,88,88,-,-,97,<1,151,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2013,       14,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,88,-,-,97,<1,-,88,88,-,-,97,<1,152,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2014,       14,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,88,-,-,97,<1,-,88,88,-,-,97,<1,153,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2015,       15,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,88,-,-,97,<1,-,88,88,-,-,97,<1,154,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2016,       15,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,88,-,-,97,<1,-,88,88,-,-,97,<1,155,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2017,       15,100,-,-,-,-,-,97,<1,3,<1,-,97,<1,3,<1,-,-,-,-,-,-,-,-,-,88,88,-,-,97,<1,-,88,88,-,-,97,<1,156,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2018,       15,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,-,-,-,-,-,-,>99,-,157,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2019,       15,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,-,-,-,-,-,-,>99,-,158,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2020,       16,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,-,-,-,-,-,-,>99,-,159,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2021,       16,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,-,-,-,-,-,-,>99,-,160,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Anguilla,AIA,2022,       16,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,-,-,-,-,-,-,>99,-,161,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2000,       75,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2001,       76,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,163,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2002,       77,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2003,       78,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2004,       79,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,166,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2005,       80,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,167,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2006,       81,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2007,       82,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,169,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2008,       83,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2009,       85,27,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,171,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2010,       86,26,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,172,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2011,       87,26,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,173,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2012,       88,26,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,174,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2013,       88,25,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,175,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2014,       89,25,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,176,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2015,       90,25,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,177,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2016,       91,25,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,178,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2017,       91,25,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,179,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2018,       92,25,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,180,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2019,       92,25,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,181,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2020,       93,24,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,182,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2021,       93,24,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,183,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Antigua and Barbuda,ATG,2022,       94,24,98,<1,1,<1,-,98,<1,1,<1,-,98,<1,1,<1,-,-,39,-,-,-,98,<1,-,35,-,-,-,98,<1,-,38,91,-,-,98,<1,184,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2000,   37 071,89,76,<1,14,10,-,99,<1,1,<1,0.05,96,<1,3,1,-,-,61,-,-,-,50,27,-,95,-,-,-,94,5,-,92,-,-,-,89,7,185,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2001,   37 480,89,78,<1,13,9,-,99,<1,1,<1,0.05,97,<1,2,1,-,-,63,-,-,-,52,25,-,96,-,-,-,94,4,-,92,-,-,-,90,7,186,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2002,   37 885,90,79,<1,12,9,-,99,<1,1,<1,0.05,97,<1,2,1,-,-,65,-,-,-,55,24,-,96,-,-,-,95,4,-,93,-,-,-,90,6,187,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2003,   38 278,90,81,<1,11,8,-,99,<1,1,<1,0.05,97,<1,2,<1,-,-,67,-,-,-,58,23,-,96,-,-,-,95,4,-,93,-,-,-,91,6,188,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2004,   38 669,90,82,<1,10,8,-,99,<1,<1,<1,0.05,97,<1,2,<1,-,-,69,-,-,-,60,22,-,96,-,-,-,95,4,-,93,-,-,-,92,6,189,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2005,   39 071,90,83,<1,9,7,-,99,<1,<1,<1,0.05,97,<1,2,<1,-,-,71,-,-,-,63,20,-,96,-,-,-,95,4,-,94,-,-,-,92,5,190,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2006,   39 477,90,85,<1,8,7,-,>99,<1,<1,<1,0.05,98,<1,2,<1,-,-,73,-,-,-,66,19,-,97,-,-,-,96,3,-,94,-,-,-,93,5,191,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2007,   39 876,90,86,<1,7,7,-,>99,<1,<1,<1,0.05,98,<1,1,<1,-,-,75,-,-,-,69,18,-,97,-,-,-,96,3,-,95,-,-,-,93,5,192,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2008,   40 274,91,87,<1,6,6,-,>99,<1,<1,<1,0.05,98,<1,1,<1,-,-,77,-,-,-,71,16,-,97,-,-,-,96,3,-,95,-,-,-,94,4,193,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2009,   40 684,91,89,<1,6,6,-,>99,<1,<1,<1,0.05,98,<1,1,<1,-,-,79,-,-,-,74,15,-,97,-,-,-,96,3,-,96,-,-,-,94,4,194,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2010,   41 100,91,90,<1,5,5,-,>99,<1,<1,<1,0.05,98,<1,<1,<1,-,-,81,-,-,-,77,14,-,97,-,-,-,97,3,-,96,-,-,-,95,4,195,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2011,   41 521,91,92,<1,4,5,-,>99,<1,<1,<1,0.05,99,<1,<1,<1,-,-,84,-,-,-,79,12,-,98,-,-,-,97,2,-,96,-,-,-,95,3,196,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2012,   41 952,91,93,<1,3,4,-,>99,<1,<1,<1,0.05,99,<1,<1,<1,-,-,86,-,-,-,82,11,-,98,-,-,-,97,2,-,97,-,-,-,96,3,197,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
Argentina,ARG,2013,   42 388,91,93,<1,3,4,-,>99,<1,<1,<1,0.05,99,<1,<1,<1,-,-,86,-,-,-,82,11,-,98,-,-,-,97,2,-,97,-,-,-,96,3,198,Latin America and the Caribbean,AMR,Latin America and the Caribbean,Latin America and Caribbean
